Message,Category
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",ham
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham
Congrats kano..whr s the treat maga?,ham
Wake me up at  &lt;#&gt;  am morning:),ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
"Haha just kidding, papa needs drugs",ham
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam
soon you will have the real thing princess! Do i make you wet? :),ham
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",ham
Anytime...,ham
Your order #2359 has been dispatched.,Logistic
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam
"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",ham
i dnt wnt to tlk wid u,ham
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham
How long does it take to get it.,ham
Your order #5322 has been dispatched.,Logistic
You best watch what you say cause I get drunk as a motherfucker,ham
Ok lor wat time Ì_ finish?,ham
K.i will send in  &lt;#&gt;  min:),ham
Enter OTP 445618 to proceed with your transaction.,OTP
Every day i use to sleep after  &lt;#&gt;  so only.,ham
Yo dude guess who just got arrested the other day,ham
"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",ham
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham
Enter OTP 623945 to proceed with your transaction.,OTP
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham
Your order #6681 has been dispatched.,Logistic
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
Nvm it's ok...,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham
Your order #4861 has been dispatched.,Logistic
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
Sindu got job in birla soft ..,ham
Huh y lei...,ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
Even i cant close my eyes you are in me our vava playing umma :-D,ham
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham
2 laptop... I noe infra but too slow lar... I wan fast one,ham
Fuck cedar key and fuck her (come over anyway tho),ham
"Just sent again. Do you scream and moan in bed, princess?",ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
Your OTP is 270245. Do not share it with anyone.,OTP
"How long has it been since you screamed, princess?",ham
Ok c Ì_ then.,ham
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,spam
What's your room number again? Wanna make sure I'm knocking on the right door,ham
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,ham
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",ham
Your OTP is 465672. Do not share it with anyone.,OTP
Yes.he have good crickiting mind,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
K:)all the best:)congrats...,ham
Do I? I thought I put it back in the box,ham
"Yo, any way we could pick something up tonight?",ham
They did't play one day last year know even though they have very good team.. Like india.,ham
Dear i have reache room,ham
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam
I'm reaching home in 5 min.,ham
"Sorry my roommates took forever, it ok if I come by now?",ham
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,spam
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,ham
Gokila is talking with you aha:),ham
A guy who gets used but is too dumb to realize it.,ham
I've got it down to a tea. not sure which flavour,ham
So how are you really. What are you up to. How's the masters. And so on.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
How come i din c Ì_... Yup i cut my hair...,ham
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",ham
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham
Unusual activity detected in your account. Verify immediately.,Fraud
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham
Delhi and chennai still silent.,ham
Jus finish bathing...,ham
This single single answers are we fighting? Plus i said am broke and you didnt reply,ham
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ham
"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",ham
"Sorry, I can't text &amp; drive coherently, see you in twenty",ham
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,spam
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
I donno its in your genes or something,ham
When should I come over?,ham
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham
"Yep, at derek's house now, see you Sunday &lt;3",ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,ham
Ha ha ha good joke. Girls are situation seekers.,ham
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,ham
They just talking thats it de. They wont any other.,ham
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham
From 5 to 2 only my work timing.,ham
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
Huh so late... Fr dinner?,ham
No problem. How are you doing?,ham
Does uncle timi help in clearing cars,ham
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ham
Jay's getting really impatient and belligerent,ham
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam
Hey whats up? U sleeping all morning?,ham
Your OTP is 858659 and is valid for 10 minutes.,OTP
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
"And that's fine, I got enough bud to last most of the night at least",ham
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham
WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,spam
Ok lor then we go tog lor...,ham
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
I liked your new house,ham
This is a suspicious login attempt. Was this you?,Fraud
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,ham
Good morning princess! Have a great day!,ham
I am in bus on the way to calicut,ham
Hey... Why dont we just go watch x men and have lunch... Haha ,ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
This is a suspicious login attempt. Was this you?,Fraud
"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",ham
I think asking for a gym is the excuse for lazy people. I jog.,ham
